loan_id,customer_id,branch_id,loan_type,principal,interest_rate,tenure_months,disbursed_date,due_date,status
361,4896,10,Car,230266.31,9.1,25,2025-03-04,2027-07-06,Default
362,2614,53,Car,318328.76,9.88,36,2021-10-05,2026-12-02,Closed
363,147,53,Car,710924.92,11.71,31,2025-03-27,2028-03-21,Default
364,13919,61,Home,225955.75,11.61,20,2022-08-21,2027-05-16,Closed
365,5777,39,Personal,633426.05,10.55,22,2023-01-22,2026-08-03,Default
366,7923,97,Home,771283.05,9.89,29,2022-04-24,2027-04-15,Closed
367,12992,19,Personal,978974.49,11.21,13,2022-10-26,2028-12-08,Active
368,2432,50,Personal,801362.77,12.76,34,2025-02-16,2028-07-07,Closed
369,5663,37,Home,438192.46,12.87,51,2024-08-08,2028-04-14,Default
370,4450,64,Personal,806515.26,12.51,21,2023-02-06,2028-11-18,Closed
371,8726,83,Home,272133.19,12.38,57,2024-06-05,2028-04-24,Active
372,5210,88,Home,645288.97,10.11,17,2024-08-18,2028-07-20,Closed
373,10070,6,Personal,193849.8,8.01,49,2025-08-22,2028-07-26,Default
374,9278,15,Car,256914.38,12.51,38,2023-12-10,2028-05-31,Active
375,14502,77,Home,850464.23,9.54,40,2022-12-23,2026-12-07,Closed
376,3216,68,Home,204738.94,12.33,36,2023-01-08,2026-10-07,Active
377,11326,8,Home,931752.64,10.72,37,2022-09-21,2028-08-11,Closed
378,5158,13,Personal,473508.51,10.75,39,2024-08-27,2028-09-24,Active
379,1321,92,Home,600664.84,10.75,60,2020-12-05,2026-09-10,Default
380,4319,51,Personal,248394.29,10.18,35,2022-02-12,2028-07-07,Default
381,230,24,Personal,698311.57,11.14,47,2024-11-20,2028-07-02,Default
382,1013,42,Home,373704.22,8.7,32,2023-01-03,2028-06-03,Default
383,5025,83,Car,117949.6,9.73,12,2024-11-29,2028-12-18,Active
384,11092,3,Car,783323.25,12.65,14,2025-04-16,2028-10-22,Default
385,792,86,Home,445985.96,11.43,29,2021-08-06,2027-06-16,Active
386,3722,36,Car,814401.41,11.47,33,2024-02-04,2027-04-30,Closed
387,2163,13,Home,485238.35,9.76,23,2024-09-22,2028-06-15,Active
388,3921,43,Home,166398.38,10.81,30,2025-08-07,2027-01-30,Default
389,2983,32,Home,988849.69,10.69,24,2021-10-04,2028-03-07,Closed
390,14240,67,Car,637258.7,8.85,47,2024-08-24,2028-05-09,Closed
391,10523,24,Home,377237.43,12.69,13,2022-01-29,2026-10-31,Active
392,2498,36,Personal,272222.49,12.32,56,2024-09-18,2028-09-07,Default
393,2255,98,Car,675634.51,10.16,48,2026-01-29,2029-01-01,Closed
394,6322,5,Home,306951.96,11.28,52,2022-02-14,2028-08-07,Closed
395,14806,83,Car,87227.27,9.96,29,2023-08-06,2027-04-13,Active
396,13925,62,Home,424634.56,10.97,27,2022-07-26,2027-09-13,Default
397,7955,90,Car,89444.96,9.29,24,2025-08-24,2028-09-28,Closed
398,7144,73,Car,980025.29,9.73,45,2025-06-07,2027-08-10,Default
399,3088,49,Car,426681.63,12.35,55,2021-12-30,2027-01-03,Default
400,5231,25,Home,170782.39,10.42,51,2021-12-20,2026-08-02,Active
401,6455,63,Personal,319344.4,9.27,53,2021-02-06,2028-09-21,Closed
402,8508,80,Car,191420.1,12.49,59,2024-06-02,2027-08-17,Default
403,13247,76,Personal,364072.45,12.97,55,2021-10-26,2028-12-01,Active
404,1872,4,Home,849097.14,8.91,38,2022-08-13,2027-12-01,Closed
405,10585,98,Home,582693.05,11.46,48,2024-06-30,2026-08-02,Active
406,2392,36,Car,553456.99,9.39,27,2024-04-14,2028-10-11,Closed
407,8160,23,Home,959270.29,8.56,27,2025-09-01,2027-04-11,Active
408,7888,88,Personal,360455.89,11.73,48,2021-05-21,2028-01-30,Default
409,11962,91,Car,543836.47,9.5,49,2025-06-06,2026-11-10,Default
410,862,77,Car,993863.86,8.25,39,2021-09-05,2028-10-21,Active
411,11613,23,Personal,388825.09,8.2,26,2024-08-14,2026-08-02,Default
412,12126,76,Car,307458.91,12.25,60,2022-05-05,2027-03-18,Default
413,7834,61,Personal,79696.16,9.71,57,2022-10-03,2028-01-09,Default
414,867,42,Personal,507760.1,9.39,21,2025-03-04,2027-11-04,Closed
415,5779,56,Personal,612074.55,10.03,31,2024-09-25,2028-07-11,Closed
416,1547,84,Car,489728.9,8.08,58,2025-03-11,2027-02-08,Active
417,14574,56,Home,471068.07,11.25,57,2024-11-02,2027-08-03,Default
418,11421,10,Personal,934127.25,10.12,14,2020-12-02,2028-06-23,Closed
419,8129,80,Home,182008.96,10.03,50,2020-12-15,2027-02-26,Default
420,8883,73,Car,902740.06,9.82,27,2023-09-21,2027-02-01,Closed
421,14833,57,Personal,638174.54,12.23,23,2022-07-21,2028-04-29,Closed
422,3505,15,Car,994717.9,10.9,35,2025-08-06,2026-08-21,Default
423,12003,46,Personal,530342.19,12.49,52,2021-10-21,2027-06-03,Closed
424,12326,55,Home,484651.06,10.1,19,2022-10-13,2028-12-22,Closed
425,1194,28,Home,312258.2,10.47,18,2022-08-18,2027-06-14,Active
426,8944,81,Home,625682.34,11.46,14,2025-04-10,2028-12-08,Active
427,11021,99,Car,551157.49,11.6,54,2022-05-28,2026-10-28,Default
428,10668,24,Car,959129.46,8.23,46,2026-02-24,2026-08-02,Active
429,3147,46,Personal,674542.29,11.47,52,2022-08-05,2027-05-17,Default
430,11278,14,Personal,925894.43,12.05,23,2020-11-24,2027-12-01,Active
431,13300,12,Personal,720422.72,10.54,43,2022-03-14,2027-06-01,Active
432,406,60,Home,573164.89,12.11,55,2025-01-04,2027-07-11,Default
433,8337,97,Car,202197.8,12.94,49,2025-10-14,2026-08-06,Active
434,12723,80,Personal,362005.05,12.21,54,2020-11-23,2027-08-18,Default
435,14050,96,Home,671672.86,11.14,13,2021-10-18,2026-09-03,Active
436,12781,92,Car,891444.49,12.32,58,2024-02-08,2028-06-23,Default
437,12148,92,Car,593853.11,10.91,25,2021-12-05,2026-08-27,Default
438,3384,28,Home,652592.02,9.95,59,2023-06-08,2028-05-25,Default
439,9770,73,Personal,176614.94,11.61,58,2023-08-27,2028-05-31,Active
440,10924,65,Car,236650.71,9.38,38,2021-12-31,2026-09-11,Closed
441,11350,57,Car,435973.58,9.8,20,2026-04-13,2027-02-27,Active
442,11152,50,Home,356497.53,10.97,55,2025-08-30,2028-08-24,Default
443,11664,96,Car,143191.34,12.24,56,2025-03-26,2027-05-29,Active
444,700,21,Home,802953.23,11.94,58,2021-08-07,2029-01-15,Active
445,13489,1,Car,139822.34,9.33,34,2024-10-02,2027-09-07,Active
446,6912,6,Home,71992.14,11.06,46,2025-05-07,2027-12-29,Closed
447,11060,29,Car,635378.32,8.53,25,2022-08-31,2028-11-27,Closed
448,9679,11,Personal,189302.13,9.08,12,2025-03-08,2027-12-02,Active
449,10594,9,Personal,833307.23,10.42,60,2025-04-29,2027-09-09,Closed
450,9006,8,Car,72803.22,9.65,38,2023-12-12,2028-02-24,Closed
451,13222,17,Home,769062.71,9.59,44,2025-02-06,2027-08-18,Closed
452,10018,66,Personal,153902.13,9.83,19,2022-10-17,2028-01-17,Default
453,1275,84,Personal,701765.08,10.66,20,2021-01-04,2027-08-24,Default
454,12291,59,Car,675689.82,12.98,34,2023-02-15,2028-04-21,Active
455,13874,92,Car,230737.08,8.25,16,2021-06-24,2028-04-27,Default
456,7036,52,Personal,830332.26,8.94,34,2022-06-05,2028-02-21,Active
457,2857,60,Personal,714982.37,12.06,27,2025-04-17,2027-07-08,Default
458,14584,5,Home,899172.4,8.43,47,2021-02-17,2028-05-22,Default
459,14211,47,Home,451970.05,10.22,31,2021-12-27,2027-08-25,Default
460,153,77,Personal,98627.3,11.38,25,2023-08-26,2027-06-08,Default
461,5627,78,Home,948969.74,12.93,59,2024-05-11,2026-12-25,Default
462,13186,12,Personal,679302.69,10.58,45,2020-11-04,2028-09-20,Closed
463,8519,59,Car,570391.99,8.49,25,2022-01-29,2027-11-29,Active
464,1568,12,Personal,473000.57,9.42,16,2024-07-28,2027-12-20,Active
465,1841,25,Home,83897.63,11.9,37,2024-10-25,2027-04-05,Default
466,6128,28,Home,908044.17,12.47,50,2023-07-06,2027-03-28,Closed
467,13588,3,Personal,687776.15,11.02,25,2025-12-24,2028-01-29,Active
468,7235,72,Home,997749.17,9.11,33,2023-11-18,2027-08-04,Active
469,4116,36,Car,98037.24,10.31,14,2025-12-16,2028-11-09,Active
470,12331,43,Personal,754679.86,11.93,49,2025-08-31,2028-11-18,Active
471,1539,9,Home,954161.89,10.93,32,2022-03-09,2027-10-17,Active
472,12088,34,Personal,223228.87,10.51,13,2020-11-03,2027-03-04,Default
473,14881,14,Home,390920.16,10.56,27,2021-06-07,2027-07-13,Active
474,12904,49,Personal,480570.51,10.49,18,2024-08-07,2028-03-16,Active
475,10739,69,Personal,60431.45,10.3,26,2022-02-21,2028-05-26,Default
476,1417,84,Car,150825.24,9.0,43,2022-09-22,2028-04-02,Closed
477,8435,75,Home,172397.13,9.48,24,2021-10-06,2027-08-31,Active
478,10418,25,Car,224029.9,10.16,54,2024-02-20,2028-11-06,Active
479,8401,11,Car,500792.31,10.97,31,2021-10-01,2028-12-16,Active
480,14679,59,Car,618514.57,11.2,17,2024-08-01,2027-11-16,Default
481,2780,40,Personal,873828.0,8.69,18,2025-07-29,2027-01-02,Default
482,8252,40,Car,108335.84,12.54,43,2022-02-12,2028-02-17,Active
483,11162,30,Personal,910950.64,12.72,17,2022-06-06,2028-12-22,Closed
484,1924,38,Home,98041.4,12.25,12,2021-01-13,2028-04-05,Closed
485,13114,76,Car,947653.35,10.08,42,2022-06-16,2027-06-21,Default
486,983,20,Car,855658.91,12.89,49,2024-12-11,2028-06-03,Closed
487,11228,53,Personal,930133.91,11.14,49,2021-08-31,2027-09-09,Default
488,254,92,Car,911519.85,12.67,32,2022-02-04,2027-01-31,Active
489,1912,41,Personal,235661.32,12.12,57,2026-03-21,2026-11-28,Closed
490,8473,74,Personal,806261.43,8.93,44,2021-02-12,2028-11-16,Default
491,126,57,Personal,194064.86,11.42,25,2025-05-23,2028-05-20,Active
492,5628,59,Car,642706.28,11.76,45,2024-12-12,2028-08-02,Default
493,9530,47,Car,367557.59,8.12,18,2023-05-30,2028-02-04,Closed
494,8607,82,Personal,698429.37,10.76,43,2022-09-02,2027-05-25,Closed
495,13407,13,Home,146181.26,9.02,34,2022-05-27,2027-09-27,Closed
496,14512,6,Car,737611.47,8.99,16,2026-03-10,2026-12-01,Active
497,7426,84,Personal,591140.83,10.1,27,2025-02-27,2026-12-07,Active
498,10715,32,Personal,914625.91,8.1,19,2024-06-20,2027-03-31,Default
499,10155,68,Car,411284.0,9.9,19,2025-09-02,2028-02-25,Active
500,4167,18,Personal,994211.75,12.11,33,2025-05-10,2027-07-10,Closed
501,3688,93,Personal,941117.0,12.91,34,2022-11-27,2028-07-01,Closed
502,2436,87,Car,204804.81,11.45,18,2024-08-10,2028-01-02,Default
503,1405,79,Car,108934.15,9.67,17,2021-12-02,2028-03-02,Default
504,13727,55,Personal,132227.08,11.22,44,2026-04-19,2026-11-03,Default
505,3339,63,Personal,298633.71,10.22,28,2023-01-17,2026-12-25,Active
506,14637,10,Personal,511075.12,9.25,13,2024-10-28,2027-07-04,Active
507,2580,45,Personal,935791.37,9.44,50,2022-10-28,2027-02-14,Active
508,9802,86,Home,287898.45,11.74,38,2024-02-13,2028-01-03,Default
509,14655,63,Home,679843.38,10.88,47,2021-05-25,2027-08-26,Default
510,8454,28,Car,707860.25,12.05,49,2025-10-05,2027-04-12,Closed
511,12381,6,Home,107839.59,11.36,55,2021-04-16,2028-06-11,Closed
512,14436,17,Personal,663777.86,12.42,59,2022-08-22,2028-06-24,Default
513,14039,53,Home,419310.7,8.43,59,2026-01-11,2027-09-04,Closed
514,7601,78,Car,968615.16,10.98,49,2021-02-07,2027-05-04,Default
515,10080,35,Home,179702.24,9.62,59,2023-05-11,2028-09-29,Closed
516,12565,33,Home,607962.67,8.09,37,2023-10-19,2026-10-19,Default
517,7757,86,Personal,407597.19,10.31,48,2021-09-19,2028-10-30,Closed
518,10838,90,Car,986194.83,8.81,21,2025-06-05,2028-11-29,Default
519,41,36,Car,175831.7,11.82,18,2023-10-26,2026-08-16,Default
520,9225,78,Personal,773418.83,9.33,34,2021-09-15,2028-01-19,Default
521,13851,66,Car,453807.04,12.28,20,2025-01-27,2027-09-06,Active
522,8480,27,Home,394971.52,10.38,16,2023-09-15,2028-07-13,Closed
523,2940,13,Personal,972319.35,11.08,48,2023-06-16,2027-06-08,Closed
524,12557,29,Car,832072.37,12.49,23,2025-08-05,2027-03-01,Active
525,9331,29,Personal,226675.21,11.63,53,2025-08-10,2027-04-15,Closed
526,8742,67,Home,788977.23,10.73,20,2020-11-08,2027-09-23,Default
527,7673,77,Car,960919.09,10.25,14,2021-05-02,2026-11-08,Active
528,1616,89,Personal,343749.82,9.19,28,2021-11-02,2028-07-17,Closed
529,3129,94,Car,409098.75,9.19,14,2023-09-20,2027-11-19,Default
530,683,74,Home,649177.1,12.1,22,2021-08-12,2027-10-04,Default
531,9156,55,Personal,594754.54,10.49,48,2024-03-19,2028-07-20,Default
532,6682,89,Personal,338346.33,8.97,13,2022-06-28,2027-08-31,Active
533,11755,51,Car,656425.86,9.86,59,2024-12-17,2027-11-10,Closed
534,14328,76,Home,201758.26,12.9,54,2022-08-19,2028-01-06,Active
535,4227,65,Home,394516.92,9.98,23,2025-06-04,2028-11-16,Default
536,7985,77,Personal,388874.77,11.62,32,2025-12-22,2028-07-25,Closed
537,9690,22,Home,579302.3,8.77,57,2021-01-11,2027-03-06,Active
538,12598,77,Personal,464883.93,10.33,17,2022-04-18,2028-12-24,Default
539,12887,59,Home,588078.14,12.65,18,2024-01-14,2027-12-21,Default
540,9141,90,Home,588118.25,12.87,58,2022-10-09,2026-10-12,Active
541,14421,41,Personal,956929.69,8.76,46,2020-11-09,2028-10-21,Active
542,13847,95,Home,907324.51,10.77,29,2025-09-24,2027-01-21,Closed
543,11617,32,Car,236207.26,11.37,54,2021-06-22,2028-10-01,Closed
544,10656,86,Home,97600.17,9.18,25,2024-04-09,2028-09-15,Active
545,10607,29,Home,750244.94,8.02,31,2023-07-05,2029-01-18,Default
546,5171,2,Home,303712.88,11.47,51,2021-12-28,2028-11-04,Active
547,5721,95,Personal,634879.55,10.52,51,2024-04-09,2028-04-08,Active
548,5474,9,Home,336487.91,9.65,34,2024-10-24,2028-01-18,Default
549,982,59,Personal,609471.15,9.37,36,2021-04-09,2028-11-02,Active
550,12624,84,Personal,800802.85,9.81,13,2022-10-10,2028-04-25,Active
551,10136,86,Personal,573756.6,9.29,38,2025-10-17,2028-11-18,Default
552,13527,8,Car,238252.23,11.68,15,2020-12-21,2027-04-16,Default
553,6120,99,Car,260697.06,8.82,26,2025-10-20,2026-09-05,Active
554,4839,11,Home,515638.68,12.15,39,2023-08-14,2027-11-23,Active
555,7713,12,Car,574747.11,11.32,18,2022-11-08,2028-07-31,Default
556,5987,53,Personal,153311.91,11.82,57,2022-08-04,2028-12-12,Default
557,1413,92,Car,286219.91,12.8,23,2025-11-22,2028-09-25,Closed
558,1416,83,Home,86161.62,10.22,33,2025-09-12,2026-08-19,Closed
559,6434,7,Home,817873.63,8.99,49,2022-11-24,2027-04-10,Default
560,13940,51,Home,346675.96,11.97,21,2024-02-20,2026-08-14,Active
561,298,15,Car,558559.69,11.73,31,2023-12-26,2028-03-25,Default
562,5615,97,Car,723556.63,9.93,58,2025-07-27,2028-12-10,Active
563,1786,82,Home,621925.0,9.55,44,2023-01-22,2027-03-29,Closed
564,5637,24,Car,667029.44,11.18,37,2024-01-04,2027-04-20,Default
565,4398,18,Home,626080.8,9.41,49,2021-11-29,2027-06-08,Closed
566,4536,99,Car,326766.25,11.04,60,2021-05-12,2026-09-06,Closed
567,3007,47,Personal,534225.55,8.86,21,2023-02-14,2028-03-10,Default
568,606,87,Car,311055.73,8.3,58,2022-08-25,2028-07-09,Active
569,4461,93,Car,849065.34,10.41,17,2026-02-15,2028-08-01,Active
570,5902,13,Personal,246445.23,12.25,56,2022-12-13,2026-11-18,Active
571,7695,95,Home,355375.07,9.66,24,2021-11-09,2026-11-02,Default
572,9790,76,Personal,368898.11,12.29,57,2025-10-06,2026-10-02,Active
573,2757,42,Personal,120790.68,8.85,23,2023-10-12,2028-03-20,Default
574,1041,5,Home,425302.85,8.54,16,2023-05-31,2028-05-16,Closed
575,10084,24,Personal,896835.12,11.03,54,2026-04-18,2027-07-23,Active
576,4189,88,Home,538533.51,12.28,33,2025-10-01,2028-12-15,Closed
577,12866,64,Car,95684.02,12.52,41,2026-01-15,2027-04-04,Default
578,8501,58,Personal,827416.53,10.98,38,2021-01-28,2028-07-08,Closed
579,3730,46,Home,787282.49,11.91,19,2022-10-06,2028-09-27,Default
580,4437,14,Car,582747.6,10.45,22,2025-09-26,2028-12-08,Active
581,13219,61,Car,64157.73,9.45,44,2022-10-05,2028-07-19,Active
582,82,71,Car,659153.48,8.33,46,2024-12-31,2028-09-04,Closed
583,9231,3,Personal,247093.71,11.61,55,2025-04-11,2028-10-19,Default
584,416,55,Home,93747.32,11.26,28,2020-11-04,2026-10-08,Default
585,1622,50,Car,947076.67,10.22,23,2023-12-31,2027-09-16,Closed
586,307,82,Car,771239.45,8.57,57,2021-09-27,2026-11-11,Closed
587,3747,39,Car,939916.14,11.34,37,2023-04-19,2027-08-12,Default
588,426,44,Car,73601.68,11.43,17,2023-12-02,2028-05-17,Closed
589,3306,38,Home,643338.66,9.59,27,2023-04-21,2026-11-19,Default
590,11658,69,Home,609808.89,10.5,45,2025-03-17,2028-10-05,Default
591,2786,93,Car,736787.82,9.37,57,2020-11-24,2028-02-10,Default
592,14070,10,Personal,308921.76,9.96,43,2021-10-02,2028-10-09,Default
593,2011,23,Personal,278386.77,10.88,48,2023-03-29,2027-08-27,Closed
594,4002,49,Personal,857525.99,10.27,43,2024-02-15,2027-06-30,Closed
595,4158,65,Personal,554562.85,8.78,24,2026-02-18,2027-03-17,Active
596,8527,32,Personal,684179.14,11.55,58,2023-01-04,2028-05-23,Closed
597,11312,30,Car,621889.17,12.43,46,2021-09-05,2028-01-11,Closed
598,7916,93,Car,545293.54,12.96,19,2026-03-25,2028-11-12,Default
599,6218,50,Car,701023.03,12.25,37,2020-11-25,2027-12-18,Active
600,4315,57,Personal,961447.15,11.82,16,2021-11-01,2027-10-26,Default
601,3312,68,Personal,521740.32,11.01,50,2021-09-08,2027-07-17,Active
602,644,49,Home,956730.32,12.39,38,2024-05-26,2028-08-15,Active
603,1053,88,Car,127478.39,12.66,15,2022-10-17,2027-08-06,Active
604,9518,46,Car,809065.27,8.61,47,2021-03-22,2028-12-22,Default
605,5146,64,Personal,432780.62,10.66,17,2022-08-02,2026-11-29,Closed
606,11318,63,Personal,756363.4,9.96,33,2021-04-15,2026-11-18,Default
607,519,91,Personal,412008.8,9.53,33,2022-05-31,2028-09-01,Default
608,10959,36,Home,885783.72,12.31,59,2022-12-07,2027-09-16,Closed
609,6249,23,Car,887941.18,9.55,39,2025-10-07,2027-03-11,Active
610,5135,8,Home,353643.86,12.34,25,2022-04-25,2028-05-03,Default
611,12033,92,Car,407264.84,9.17,53,2022-02-21,2028-12-29,Closed
612,13365,48,Home,84232.59,10.4,23,2026-04-22,2027-10-05,Active
613,14764,21,Personal,223119.99,9.69,58,2022-11-25,2027-03-12,Active
614,3082,17,Personal,997865.48,9.15,39,2021-10-12,2027-12-13,Closed
615,6786,77,Home,562199.94,10.0,14,2022-05-29,2028-10-05,Active
616,4679,79,Car,99397.5,12.68,19,2025-12-11,2026-11-04,Closed
617,758,99,Car,504411.84,9.92,36,2025-06-18,2027-07-12,Closed
618,14746,23,Personal,276577.14,12.84,17,2023-07-08,2027-01-08,Default
619,12947,75,Car,235413.37,8.49,46,2023-06-15,2028-03-21,Closed
620,14783,54,Personal,520417.35,11.31,14,2022-04-25,2026-10-23,Active
621,9761,1,Home,732890.15,11.15,44,2021-02-28,2026-10-28,Active
622,13458,24,Home,270331.11,8.67,27,2023-01-27,2028-08-11,Active
623,7443,12,Personal,553531.39,9.54,42,2024-08-21,2028-06-08,Closed
624,11563,100,Car,889989.95,12.89,20,2021-01-27,2028-05-27,Default
625,7827,7,Personal,902858.11,12.02,36,2025-03-07,2029-01-16,Closed
626,1642,28,Personal,407694.25,11.63,58,2021-03-12,2028-10-14,Default
627,11513,78,Personal,687321.76,8.91,29,2021-10-17,2027-10-30,Active
628,12079,73,Home,454025.77,11.28,27,2023-11-19,2026-09-11,Default
629,11156,1,Home,552987.96,10.6,56,2026-04-07,2027-10-22,Default
630,6407,50,Car,178127.81,10.53,23,2026-04-09,2026-09-07,Active
631,6495,14,Home,510352.7,12.76,41,2022-08-22,2028-12-08,Active
632,4951,90,Personal,481714.15,12.26,51,2021-05-26,2028-12-04,Active
633,99,76,Home,293653.68,9.65,32,2022-10-25,2028-03-06,Closed
634,1512,16,Personal,927903.74,8.67,39,2021-03-28,2028-02-15,Closed
635,4988,48,Home,165655.58,12.33,51,2023-05-17,2028-09-02,Active
636,8712,71,Home,577925.23,8.72,14,2021-03-03,2027-06-05,Closed
637,6774,24,Car,275051.1,8.9,39,2024-09-09,2028-09-21,Closed
638,11276,93,Car,543029.76,10.09,42,2021-12-23,2028-12-15,Closed
639,6168,48,Personal,325220.46,9.97,60,2021-01-18,2029-01-05,Closed
640,11316,29,Home,963122.89,8.67,29,2020-12-18,2028-03-12,Active
641,10670,65,Car,377669.05,12.01,49,2023-11-13,2027-01-14,Closed
642,6234,82,Personal,592043.81,11.79,51,2022-11-24,2028-07-07,Default
643,5866,83,Car,129920.49,8.1,55,2022-03-21,2028-02-04,Default
644,6006,24,Home,680608.34,11.5,56,2020-11-09,2026-11-03,Default
645,6703,94,Car,487070.36,10.37,26,2025-04-21,2028-08-18,Active
646,5825,11,Home,831487.61,10.05,33,2021-05-12,2028-01-06,Active
647,14719,45,Car,156846.9,11.11,16,2021-03-30,2028-10-27,Default
648,6124,87,Personal,428835.68,11.16,53,2023-02-16,2026-11-04,Closed
649,9331,13,Car,470850.72,8.1,51,2025-10-24,2028-11-07,Closed
650,7269,31,Home,189282.1,10.22,19,2022-05-26,2028-06-14,Active
651,7857,55,Home,982964.69,9.78,52,2021-02-28,2028-11-29,Active
652,311,5,Personal,455895.1,10.5,29,2021-03-20,2026-08-23,Default
653,14121,94,Car,524297.1,10.24,16,2023-10-23,2026-11-23,Closed
654,130,50,Car,849096.52,10.3,35,2022-06-19,2027-04-25,Default
655,10595,61,Personal,130768.08,9.2,58,2022-12-24,2028-10-06,Closed
656,12540,2,Personal,588160.97,8.08,23,2023-10-18,2028-07-19,Default
657,306,50,Personal,600810.71,10.87,38,2024-10-06,2028-08-20,Default
658,4806,55,Personal,501264.69,9.31,27,2021-10-27,2028-04-05,Active
659,6385,75,Car,436603.88,9.98,46,2022-12-13,2027-08-08,Active
660,5920,21,Home,363771.57,11.33,53,2025-12-29,2027-09-14,Default
661,5423,63,Home,564808.1,9.54,28,2022-12-06,2028-06-24,Active
662,12741,84,Personal,760032.04,12.11,38,2024-09-01,2028-02-24,Active
663,5159,33,Personal,300842.83,10.22,30,2022-08-09,2027-01-02,Active
664,9177,23,Car,736175.98,8.64,35,2022-06-29,2028-06-05,Active
665,11449,71,Personal,880317.68,8.23,28,2024-05-23,2028-07-14,Default
666,13883,28,Personal,623427.9,8.27,47,2021-10-08,2028-07-02,Default
667,12300,19,Home,375574.63,10.46,52,2021-10-29,2028-06-28,Default
668,13900,3,Car,921311.31,8.5,50,2023-05-06,2027-04-11,Default
669,11612,70,Car,543947.95,8.88,20,2024-08-13,2027-10-14,Active
670,14033,13,Home,743342.38,10.0,16,2023-10-12,2028-04-30,Active
671,5968,20,Car,886809.15,9.55,58,2021-10-07,2028-06-03,Active
672,1160,26,Home,479927.49,12.15,46,2024-03-30,2028-06-29,Active
673,12126,37,Car,172347.3,8.55,16,2024-07-14,2027-12-03,Default
674,3069,31,Personal,648234.12,8.71,26,2025-07-25,2027-12-21,Closed
675,456,32,Home,178695.58,9.0,41,2021-10-12,2027-03-20,Closed
676,13887,1,Home,764143.9,9.07,42,2022-10-11,2028-04-03,Active
677,9415,25,Personal,87264.49,11.02,33,2022-10-03,2027-05-26,Active
678,12307,72,Personal,978589.03,8.71,22,2026-01-13,2028-05-13,Active
679,12669,21,Personal,87877.97,9.36,47,2024-09-13,2027-01-06,Active
680,597,39,Personal,584411.98,10.07,35,2022-03-08,2028-12-26,Closed
681,4135,14,Personal,752902.93,9.47,14,2025-09-10,2028-09-11,Default
682,13566,97,Personal,211093.87,12.62,31,2022-08-18,2026-12-07,Closed
683,6180,93,Car,665934.79,9.11,45,2024-05-05,2026-11-14,Closed
684,11904,3,Home,682364.41,8.95,33,2023-08-08,2027-09-21,Closed
